2007 NAICS US,2007 NAICS US TITLE,ISIC 4.0,ISIC Revision 4.0 Title,"Notes:  link content based on NAICS definition, entire NAICS industry if blank"
111419,Other Food Crops Grown Under Cover,113,"Growing of vegetables and melons, roots and tubers","growing melons, vegetables, etc. under cover"
111419,Other Food Crops Grown Under Cover,122,Growing of tropical and subtropical fruits,tropical and subtropical fruit grown under cover
111419,Other Food Crops Grown Under Cover,128,"Growing of spices, aromatic, drug and pharmaceutical crops",herbs and ginseng grown under cover
111419,Other Food Crops Grown Under Cover,322,Freshwater aquaculture,seaweed grown under cover
111421,Nursery and Tree Production,129,Growing of other perennial crops,short rotation tree farming (such as Christmas trees)
111421,Nursery and Tree Production,130,Plant propagation,except short rotation tree farming (such as Christmas tree farms)
111422,Floriculture Production,119,Growing of other non-perennial crops, 
111910,Tobacco Farming,115,Growing of tobacco, 
111920,Cotton Farming,116,Growing of fibre crops, 
111930,Sugarcane Farming,114,Growing of sugar cane, 
111940,Hay Farming,119,Growing of other non-perennial crops, 
111991,Sugar Beet Farming,113,"Growing of vegetables and melons, roots and tubers", 
111992,Peanut Farming,111,"Growing of cereals (except rice), leguminous crops and oil seeds", 
111998,All Other Miscellaneous Crop Farming,111,"Growing of cereals (except rice), leguminous crops and oil seeds","field crops, n.e.c.; and combinations of grains, cereal crops, and other similar crops "
111998,All Other Miscellaneous Crop Farming,116,Growing of fibre crops,"sisal, abaca, and other textile fibers"
111998,All Other Miscellaneous Crop Farming,127,Growing of beverage crops,tea and mate growing
111998,All Other Miscellaneous Crop Farming,128,"Growing of spices, aromatic, drug and pharmaceutical crops",spice crop production
111998,All Other Miscellaneous Crop Farming,129,Growing of other perennial crops,natural rubber latex; growing maple trees for the harvest of maple sap
111998,All Other Miscellaneous Crop Farming,150,Mixed farming,"combinations of crops, livestock, and animal specialties (primarily but less than 66% crops)"
111998,All Other Miscellaneous Crop Farming,230,Gathering of non-wood forest products,gathering maple sap in the wild
111998,All Other Miscellaneous Crop Farming,1072,Manufacture of sugar,maple sugars and syrups produced in a separate central facility 
111998,All Other Miscellaneous Crop Farming,012X,Growing of perennial crops,"ISIC group level link - combinations of fruit, nut, beverage and spice crops, based on primary"
112111,Beef Cattle Ranching and Farming,141,Raising of cattle and buffaloes, 
112112,Cattle Feedlots,141,Raising of cattle and buffaloes, 
112120,Dairy Cattle and Milk Production,141,Raising of cattle and buffaloes, 
112130,Dual-Purpose Cattle Ranching and Farming,141,Raising of cattle and buffaloes,null set for U.S. 
112210,Hog and Pig Farming,145,Raising of swine/pigs, 
112310,Chicken Egg Production,146,Raising of poultry, 
112320,Broilers and Other Meat Type Chicken Production,146,Raising of poultry, 
112330,Turkey Production,146,Raising of poultry, 
112340,Poultry Hatcheries,146,Raising of poultry, 
112390,Other Poultry Production,146,Raising of poultry,"except emu, ostriches"
112390,Other Poultry Production,149,Raising of other animals,"emu, ostriches"
112410,Sheep Farming,144,Raising of sheep and goats, 
112420,Goat Farming,144,Raising of sheep and goats, 
112511,Finfish Farming and Fish Hatcheries,321,Marine aquaculture,saltwater finfish farming and hatcheries
112511,Finfish Farming and Fish Hatcheries,322,Freshwater aquaculture,freshwater finfish farming and hatcheries
112512,Shellfish Farming,321,Marine aquaculture,saltwater shellfish farming including production of cultured pearls
112512,Shellfish Farming,322,Freshwater aquaculture,freshwater shellfish farming
112519,Other Aquaculture,321,Marine aquaculture,"saltwater alligator, frog, algae, seaweed, turtle, worm, snake, and other animal aquaculture n.e.c."
112519,Other Aquaculture,322,Freshwater aquaculture,"freshwater alligator, frog, algae, seaweed, turtle, worm, snake and other animal aquaculture n.e.c."
112910,Apiculture,149,Raising of other animals, 
112920,Horse and Other Equine Production,142,Raising of horses and other equines, 
112930,Fur-Bearing Animal and Rabbit Production,149,Raising of other animals, 
112990,All Other Animal Production,143,Raising or camels and camelids, 
112990,All Other Animal Production,149,Raising of other animals,"other animal farms including cats, crickets and other insects, dogs, pet birds"
112990,All Other Animal Production,150,Mixed farming,"combinations of crops, livestock, and animal specialties (primarily but less than 66% livestock)"
112990,All Other Animal Production,014X,Animal production,"ISIC group level link - other general livestock farms including combinations of animals, such as horses, asses, mules, cattle, sheep and goats"
113110,Timber Tract Operations,210,Silvaculture and other forestry activities,operating timber tracts
113210,Forest Nurseries and Gathering of Forest Products,210,Silvaculture and other forestry activities,except gathering forest products in the wild
113210,Forest Nurseries and Gathering of Forest Products,230,Gathering of non-wood forest products,gathering forest products in the wild
113310,Logging,220,Logging,except separate log hauling in the forest and production of wood chips in the forest
113310,Logging,240,Support services to forestry,separate log hauling in the forest without logging
113310,Logging,1610,Sawmilling and planing of wood,"production of wood chips in the forest, portable chipper mills"
114111,Finfish Fishing,311,Marine fishing,marine finfish fishing
114111,Finfish Fishing,312,Freshwater fishing,freshwater finfish fishing 
114112,Shellfish Fishing,311,Marine fishing,marine shellfish fishing
114112,Shellfish Fishing,312,Freshwater fishing,freshwater shellfish fishing
114119,Other Marine Fishing,311,Marine fishing,"saltwater seaweed gathering, sponge gathering, and catching turtles and frogs in the wild"
114119,Other Marine Fishing,312,Freshwater fishing,"freshwater seaweed gathering, sponge gathering, and catching turtles and frogs in the wild"
114210,Hunting and Trapping,170,"Hunting, trapping, and related service activities", 
115111,Cotton Ginning,163,Post-harvest crop activities, 
115112,"Soil Preparation, Planting, and Cultivating",161,Support activities for crop production, 
115113,"Crop Harvesting, Primarily by Machine",161,Support activities for crop production, 
115114,Post Harvest Crop Activities (except Cotton Ginning),163,Post-harvest crop activities,except seed processing
115114,Post Harvest Crop Activities (except Cotton Ginning),164,Seed processing for propagation,seed processing
115115,Farm Labor Contractors and Crew Leaders,161,Support activities for crop production, 
115116,Farm Management Services,161,Support activities for crop production,crop farm management services - running a farm on a contract or fee basis
115116,Farm Management Services,162,Support activities for animal production,animal farm management services - running a farm on a contract or fee basis
115210,Support Activities for Animal Production,162,Support activities for animal production,except vaccinating livestock not performed by veterinarians
115210,Support Activities for Animal Production,7500,Veterinary activities,vaccinating livestock not performed by veterinarians
115310,Support Activities for Forestry,240,Support services to forestry, 
211111,Crude Petroleum and Natural Gas Extraction,510,Mining of hard coal,liquefying and extracting coal 
211111,Crude Petroleum and Natural Gas Extraction,610,Extraction of crude petroleum,extraction of crude petroleum 
211111,Crude Petroleum and Natural Gas Extraction,620,Extraction of natural gas,extraction of natural gas
211112,Natural Gas Liquid Extraction,620,Extraction of natural gas, 
212111,Bituminous Coal and Lignite Surface Mining,520,Mining of lignite, 
212112,Bituminous Coal Underground Mining,520,Mining of lignite, 
212113,Anthracite Mining,510,Mining of hard coal, 
212210,Iron Ore Mining,710,Mining of iron ores, 
212221,Gold Ore Mining,729,Mining of other non-ferrous metal ores, 
212222,Silver Ore Mining,729,Mining of other non-ferrous metal ores, 
212231,Lead Ore and Zinc Ore Mining,729,Mining of other non-ferrous metal ores, 
212234,Copper Ore and Nickel Ore Mining,729,Mining of other non-ferrous metal ores, 
212291,Uranium-Radium-Vanadium Ore Mining,721,Mining or uranium and thorium ores,uranium and radium mining and/or beneficiating
212291,Uranium-Radium-Vanadium Ore Mining,729,Mining of other non-ferrous metal ores,vanadium mining and/or beneficiating
212299,All Other Metal Ore Mining,721,Mining or uranium and thorium ores,thorium mining and/or beneficiating
212299,All Other Metal Ore Mining,729,Mining of other non-ferrous metal ores,except thorium mining and/or beneficiating
212311,Dimension Stone Mining and Quarrying,810,"Quarrying of stone, sand and clay",mining or quarrying slate
212312,Crushed and Broken Limestone Mining and Quarrying,810,"Quarrying of stone, sand and clay",except quarrying or mining marl
212312,Crushed and Broken Limestone Mining and Quarrying,891,Mining of chemical and fertilizer minerals,quarrying or mining marl
212313,Crushed and Broken Granite Mining and Quarrying,810,"Quarrying of stone, sand and clay", 
212319,Other Crushed and Broken Stone Mining and Quarrying,810,"Quarrying of stone, sand and clay", 
212321,Construction Sand and Gravel Mining,810,"Quarrying of stone, sand and clay", 
212322,Industrial Sand Mining,810,"Quarrying of stone, sand and clay", 
212324,Kaolin and Ball Clay Mining,810,"Quarrying of stone, sand and clay", 
212325,Clay and Ceramic and Refractory Minerals Mining,810,"Quarrying of stone, sand and clay",except non-clay ceramic and refractory minerals
212325,Clay and Ceramic and Refractory Minerals Mining,899,Other mining and quarrying n.e.c.,"ceramic and refractory minerals except clays and bentonite (for example fullers earth, feldspar, and magnesite)"
212391,"Potash, Soda, and Borate Mineral Mining",891,Mining of chemical and fertilizer minerals, 
212392,Phosphate Rock Mining,891,Mining of chemical and fertilizer minerals, 
212393,Other Chemical and Fertilizer Mineral Mining,891,Mining of chemical and fertilizer minerals,except salt extraction or evaporation of brine to obtain salt
212393,Other Chemical and Fertilizer Mineral Mining,893,Extraction of salt,salt extraction or evaporation of brine to obtain salt
212399,All Other Nonmetallic Mineral Mining,810,"Quarrying of stone, sand and clay","other crushed stone including anhydrite, pulpstone, millstone, grindstone, gypsum, alabaster and pulpstone"
212399,All Other Nonmetallic Mineral Mining,892,Extraction of peat,"peat mining, digging or beneficiating in combination with mining"
212399,All Other Nonmetallic Mineral Mining,899,Other mining and quarrying n.e.c.,"quarrying or mining abrasives, bitumins, natural asphalt, gem stones, mica, graphite, and other nonmetallic minerals n.e.c.."
213111,Drilling Oil and Gas Wells,910,Support activities for petroleum and natural gas extraction, 
213112,Support Activities for Oil and Gas Operations,910,Support activities for petroleum and natural gas extraction, 
213113,Support Activities for Coal Mining,990,Support activities for other mining and quarrying,except overburden removal for coal mining
213113,Support Activities for Coal Mining,4312,Site preparation,overburden removal for coal mining
213114,Support Activities for Metal Mining,990,Support activities for other mining and quarrying,except overburden removal for metal mining
213114,Support Activities for Metal Mining,4312,Site preparation,"overburden removal for ferrous metal mining, performed on a contract or fee basis"
213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,990,Support activities for other mining and quarrying,except overburden removal for nonmetallic mineral mining
213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,4312,Site preparation,"overburden removal for nonmetallic mining, performed on a contract or fee basis"
221111,Hydroelectric Power Generation,3510,"Electric power generation, transmission and distribution", 
221112,Fossil Fuel Electric Power Generation,3510,"Electric power generation, transmission and distribution", 
221113,Nuclear Electric Power Generation,3510,"Electric power generation, transmission and distribution", 
221119,Other Electric Power Generation,3510,"Electric power generation, transmission and distribution", 
221121,Electric Bulk Power Transmission and Control,3510,"Electric power generation, transmission and distribution", 
221122,Electric Power Distribution,3510,"Electric power generation, transmission and distribution", 
221210,Natural Gas Distribution,3520,Manufacture of gas; distribution of gaseous fuels through mains, 
221310,Water Supply and Irrigation Systems,3600,"Water collection, treatment and supply",except long distance water pipelines
221310,Water Supply and Irrigation Systems,4930,Transport via pipeline,water pipelines (long distance)
221320,Sewage Treatment Facilities,3700,Sewerage, 
221330,Steam and Air-Conditioning Supply,3530,Steam and air conditioning supply, 
236115,New Single-Family Housing (except Operative Builders),4100,Construction of buildings, 
236116,New Multifamily Housing Construction (except Operative Builders),4100,Construction of buildings, 
236117,New Housing Operative Builders,4100,Construction of buildings, 
236118,Residential Remodelers,4100,Construction of buildings, 
236210,Industrial Building Construction,4100,Construction of buildings,except chemical plant and industrial oven construction
236210,Industrial Building Construction,4290,Construction of other civil engineering projects,chemical plant construction
236210,Industrial Building Construction,4390,Other specialized construction activities,industrial oven construction
236220,Commercial and Institutional Building Construction,4100,Construction of buildings,except stadium construction
236220,Commercial and Institutional Building Construction,4290,Construction of other civil engineering projects,stadium construction
237110,Water and Sewer Line and Related Structures Construction,4220,Construction of utility projects, 
237120,Oil and Gas Pipeline and Related Structures Construction,4220,Construction of utility projects,except refinery construction
237120,Oil and Gas Pipeline and Related Structures Construction,4290,Construction of other civil engineering projects,refinery construction
237130,Power and Communication Line and Related Structures Construction,4220,Construction of utility projects, 
237210,Land Subdivision ,4290,Construction of other civil engineering projects, 
237310,"Highway, Street, and Bridge Construction",4210,Construction of roads and railways,except traffic signaling and highway lighting installation contractors
237310,"Highway, Street, and Bridge Construction",4321,Electrical installation,traffic signaling and lighting installation contractors (if they are specialized in this activity only)
237990,Other Heavy and Civil Engineering Construction,4210,Construction of roads and railways,"construction of tunnels, subways, and railroads"
237990,Other Heavy and Civil Engineering Construction,4220,Construction of utility projects,construction of hydroelectric generating facilities
237990,Other Heavy and Civil Engineering Construction,4290,Construction of other civil engineering projects,"marine construction projects, ski lift construction, outdoor recreational facility construction including athletic fields, golf courses, playgrounds, tennis courts, and similar"
237990,Other Heavy and Civil Engineering Construction,4312,Site preparation,"microtunneling (horizontal drilling to install cables, conduit, drains, and similar), drainage projects (such as urban storm water runoff control systems), soil stabilization using anchored earth procedures"
238110,Poured Concrete Foundation and Structure Contractors,4390,Other specialized construction activities, 
238120,Structural Steel and Precast Concrete Contractors,4390,Other specialized construction activities, 
238130,Framing Contractors,4390,Other specialized construction activities, 
238140,Masonry Contractors,4330,Building completion and finishing,glass block and stucco installation contractors
238140,Masonry Contractors,4390,Other specialized construction activities,except glass block and stucco installation contractors
238150,Glass and Glazing Contractors,4330,Building completion and finishing, 
238160,Roofing Contractors,4390,Other specialized construction activities, 
238170,Siding Contractors,4390,Other specialized construction activities, 
238190,"Other Foundation, Structure, and Building Exterior Contractors",4390,Other specialized construction activities, 
238210,Electrical Contractors,4321,Electrical installation, 
238220,"Plumbing, Heating, and Air-Conditioning Contractors",3320,Installation of industrial machinery and equipment,industrial furnace and power boiler installation
238220,"Plumbing, Heating, and Air-Conditioning Contractors",4322,"Plumbing, hearing, and air-conditioning installation","except boiler chipping, cleaning, and scaling; industrial furnace and power boiler installation; chimney liner installation"
238220,"Plumbing, Heating, and Air-Conditioning Contractors",4390,Other specialized construction activities,chimney liner installation
238220,"Plumbing, Heating, and Air-Conditioning Contractors",8129,Other building and industrial cleaning activities,"boiler chipping, cleaning, and scaling "
238290,Other Building Equipment Contractors,331X,"Repair of fabricated metal products, machinery and equipment","ISIC group level link - servicing, repair and maintenance of miscellaneous building equipment performed by millwrights and machine rigging contractors"
238290,Other Building Equipment Contractors,3320,Installation of industrial machinery and equipment,installation of industrial machinery and equipment by specialty contractors
238290,Other Building Equipment Contractors,4321,Electrical installation,installation of residential satellite dishes
238290,Other Building Equipment Contractors,4329,Other construction installation,"except repair and maintenance of miscellaneous building equipment, installation of industrial machinery and equipment by specialty contractors, and installation of satellite dishes"
238310,Drywall and Insulation Contractors,4329,Other construction installation,"soundproofing and building insulation contractors (wall cavity, attic, for example)"
238310,Drywall and Insulation Contractors,4330,Building completion and finishing,except soundproofing and building insulation contractors
238320,Painting and Wall Covering Contractors,4330,Building completion and finishing, 
238330,Flooring Contractors,4330,Building completion and finishing, 
238340,Tile and Terrazzo Contractors,4330,Building completion and finishing, 
238350,Finish Carpentry Contractors,4330,Building completion and finishing, 
238390,Other Building Finishing Contractors,4330,Building completion and finishing,"except waterproofing, damp proofing, bathtub refinishing and installation of custom sheet metal work fabricated on site"
238390,Other Building Finishing Contractors,4390,Other specialized construction activities,"waterproofing, damp proofing, bathtub refinishing and installation of custom sheet metal work fabricated on site"
238910,Site Preparation Contractors,4311,Demolition,demolition of buildings and other structures
238910,Site Preparation Contractors,4312,Site preparation,"except demolition, septic and cess pool installation, pile driving and rental of construction equipment (except bulldozers) with operator"
238910,Site Preparation Contractors,4390,Other specialized construction activities,"septic tank and cess pool installation, pile driving, rental of construction equipment (except bulldozers) with operator"
238990,All Other Specialty Trade Contractors,4210,Construction of roads and railways,"interlocking block walkways, driveways, patios, etc."
238990,All Other Specialty Trade Contractors,4390,Other specialized construction activities,"except interlocking block walkways, driveways, patios, etc."
311111,Dog and Cat Food Manufacturing,1080,Manufacture of prepared animal feeds, 
311119,Other Animal Food Manufacturing,1080,Manufacture of prepared animal feeds, 
311211,Flour Milling,1030,Processing and preserving of fruits and vegetables,potato flour
311211,Flour Milling,1061,Manufacture of grain mill products,except potato flour
311212,Rice Milling,1061,Manufacture of grain mill products, 
311213,Malt Manufacturing,1103,Manufacture of malt liquors and malt, 
311221,Wet Corn Milling,1040,Manufacture of vegetable and animal oils and fats,"vegetable oils (except corn), margarine, and other edible and inedible oils produced by wet milling "
311221,Wet Corn Milling,1062,Manufacture of starch and starch products,wet corn milling and starches and starch products
311222,Soybean Processing,1040,Manufacture of vegetable and animal oils and fats, 
311223,Other Oilseed Processing,1040,Manufacture of vegetable and animal oils and fats, 
311225,Fats and Oils Refining and Blending,1040,Manufacture of vegetable and animal oils and fats,except corn oil made from purchased oil
311225,Fats and Oils Refining and Blending,1062,Manufacture of starch and starch products,corn oil made from purchased oil
311230,Breakfast Cereal Manufacturing,1061,Manufacture of grain mill products, 
311311,Sugarcane Mills,1072,Manufacture of sugar, 
311312,Cane Sugar Refining,1072,Manufacture of sugar, 
311313,Beet Sugar Manufacturing,1072,Manufacture of sugar, 
311320,Chocolate and Confectionery Manufacturing from Cacao Beans,1073,"Manufacture of cocoa, chocolate and sugar confectionery", 
311330,Confectionery Manufacturing from Purchased Chocolate,1073,"Manufacture of cocoa, chocolate and sugar confectionery", 
311340,Nonchocolate Confectionery Manufacturing,1073,"Manufacture of cocoa, chocolate and sugar confectionery", 
311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",1030,Processing and preserving of fruits and vegetables, 
311412,Frozen Specialty Food Manufacturing,1010,Processing and preserving of meat,frozen meat entrees - prepared
311412,Frozen Specialty Food Manufacturing,1071,Manufacture of bakery products,"frozen french toast, waffles, and pancakes "
311412,Frozen Specialty Food Manufacturing,1074,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",frozen pasta (plain) 
311412,Frozen Specialty Food Manufacturing,1075,Manufacture of prepared meals and dishes,"except frozen meat entrees, frozen french toast and waffles, frozen soup, and frozen nondairy whipped toppings"
311412,Frozen Specialty Food Manufacturing,1079,Manufacture of other food products n.e.c.,"frozen soup, frozen nondairy whipped topping"
311421,Fruit and Vegetable Canning,1030,Processing and preserving of fruits and vegetables,except catsup and similar tomato sauces
311421,Fruit and Vegetable Canning,1079,Manufacture of other food products n.e.c.,catsup and similar tomato sauces
311422,Specialty Canning,1074,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",canned pasta (plain)
311422,Specialty Canning,1075,Manufacture of prepared meals and dishes,"except canned pasta, canned soups, and canned baby foods"
311422,Specialty Canning,1079,Manufacture of other food products n.e.c.,"canned soups, canned baby foods"
311423,Dried and Dehydrated Food Manufacturing,1030,Processing and preserving of fruits and vegetables,except soup mixes
311423,Dried and Dehydrated Food Manufacturing,1079,Manufacture of other food products n.e.c.,soup mixes
311511,Fluid Milk Manufacturing,1050,Manufacture of dairy products, 
311512,Creamery Butter Manufacturing,1050,Manufacture of dairy products, 
311513,Cheese Manufacturing,1050,Manufacture of dairy products,except imitation or substitute cheese products
311513,Cheese Manufacturing,1079,Manufacture of other food products n.e.c.,imitation or substitute cheese products
311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",1050,Manufacture of dairy products,except infant formula and dietary drinks (dairy and nondairy)
311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",1079,Manufacture of other food products n.e.c.,"infant formula, dietary drinks (dairy and nondairy)"
311520,Ice Cream and Frozen Dessert Manufacturing,1050,Manufacture of dairy products, 
311611,Animal (except Poultry) Slaughtering,1010,Processing and preserving of meat,animal slaughtering
311612,Meat Processed From Carcasses,1010,Processing and preserving of meat,except meat extracts made from purchased carcasses
311612,Meat Processed From Carcasses,1079,Manufacture of other food products n.e.c.,meat extracts made from purchased carcasses
311613,Rendering and Meat Byproduct Processing,1010,Processing and preserving of meat, 
311615,Poultry Processing,1010,Processing and preserving of meat, 
311711,Seafood Canning,311,Marine fishing,gathering & processing of seafood into canned seafood in factory ships (i.e. factory ships that also fish)
311711,Seafood Canning,1020,"Processing and preserving of fish, crustaceans and molluscs","except soups, chowders, stews, broth, fish oils or the combined gathering and processing of seafood"
311711,Seafood Canning,1040,Manufacture of vegetable and animal oils and fats,canned fish oils
311711,Seafood Canning,1075,Manufacture of prepared meals and dishes,seafood stews
311711,Seafood Canning,1079,Manufacture of other food products n.e.c.,"soups, chowders, and broth"
311712,Fresh and Frozen Seafood Processing,311,Marine fishing,"gathering & processing seafood into fresh or frozen seafood in factory ships (i.e., factory ships that also fish)"
311712,Fresh and Frozen Seafood Processing,1010,Processing and preserving of meat,whale slaughtering 
311712,Fresh and Frozen Seafood Processing,1020,"Processing and preserving of fish, crustaceans and mulluscs","except soups, chowders, stews, broth, fish oils, whale slaughtering, or the combined gathering and processing of seafood"
311712,Fresh and Frozen Seafood Processing,1040,Manufacture of vegetable and animal oils and fats,frozen fish oils
311712,Fresh and Frozen Seafood Processing,1075,Manufacture of prepared meals and dishes,seafood dinners and stews - prepared and packaged
311712,Fresh and Frozen Seafood Processing,1079,Manufacture of other food products n.e.c.,"soups, chowders, and broth"
311811,Retail Bakeries,1071,Manufacture of bakery products, 
311812,Commercial Bakeries,1071,Manufacture of bakery products, 
311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",1071,Manufacture of bakery products, 
311821,Cookie and Cracker Manufacturing,1071,Manufacture of bakery products, 
311822,Flour Mixes and Dough Manufacturing from Purchased Flour,1061,Manufacture of grain mill products, 
311823,Dry Pasta Manufacturing,1074,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",manufacture of plain dry pasta
311823,Dry Pasta Manufacturing,1075,Manufacture of prepared meals and dishes,manufacture of dried pasta mixed with other ingredients to make a dish when the pasta is made in the same establishment
311830,Tortilla Manufacturing,1071,Manufacture of bakery products, 
311911,Roasted Nuts and Peanut Butter Manufacturing,1030,Processing and preserving of fruits and vegetables, 
311919,Other Snack Food Manufacturing,1030,Processing and preserving of fruits and vegetables,potato chips and potato snacks
311919,Other Snack Food Manufacturing,1071,Manufacture of bakery products,except potato chips and potato snacks
311920,Coffee and Tea Manufacturing,1079,Manufacture of other food products n.e.c., 
311930,Flavoring Syrup and Concentrate Manufacturing,1030,Processing and preserving of fruits and vegetables,fruit juice based flavoring syrups and concentrates
311930,Flavoring Syrup and Concentrate Manufacturing,1079,Manufacture of other food products n.e.c.,except fruit juice based flavoring syrups and concentrates
311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",1030,Processing and preserving of fruits and vegetables,"apple cider, non-alcoholic "
311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",1079,Manufacture of other food products n.e.c.,except non-alcoholic apple cider
311942,Spice and Extract Manufacturing,893,Extraction of salt,mining and processing of table salt
311942,Spice and Extract Manufacturing,1030,Processing and preserving of fruits and vegetables,fruit and fruit juice extracts
311942,Spice and Extract Manufacturing,1079,Manufacture of other food products n.e.c.,"except the combined mining and processing of table salt, fruit and fruit juice extracts"
311991,Perishable Prepared Food Manufacturing,1030,Processing and preserving of fruits and vegetables,"cole slaw, fresh cut or peeled potatoes and tofu"
311991,Perishable Prepared Food Manufacturing,1074,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",fresh pasta
311991,Perishable Prepared Food Manufacturing,1079,Manufacture of other food products n.e.c.,"except cole slaw, fresh cut or peeled potatoes, tofu, and fresh pasta"
311999,All Other Miscellaneous Food Manufacturing,1030,Processing and preserving of fruits and vegetables,fresh cut or peeled fruits and vegetables
311999,All Other Miscellaneous Food Manufacturing,1075,Manufacture of prepared meals and dishes,fried noodles and dried pasta dish mixes made entirely of purchased dried ingredients
311999,All Other Miscellaneous Food Manufacturing,1079,Manufacture of other food products n.e.c.,"except fresh cut or peeled fruits and vegetables, fried noodles, and dried pasta dish mixes made entirely from purchased dried ingredients"
312111,Soft Drink Manufacturing,1104,Manufacture of soft drinks; production of mineral waters and other bottled waters, 
312112,Bottled Water Manufacturing,1104,Manufacture of soft drinks; production of mineral waters and other bottled waters, 
312113,Ice Manufacturing,3530,Steam and air conditioning supply, 
312120,Breweries,1103,Manufacture of malt liquors and malt, 
312130,Wineries,1101,"Distilling, rectifying and blending of spirits",brandies and fruit spirits
312130,Wineries,1102,Manufacture of wines,except brandies and fruit spirits
312140,Distilleries,1101,"Distilling, rectifying and blending of spirits",except potable ethyl alcohol
312140,Distilleries,2011,Manufacture of basic chemicals,manufacture of potable ethyl alcohol
312210,Tobacco Stemming and Redrying,1200,Manufacture of tobacco products, 
312221,Cigarette Manufacturing,1200,Manufacture of tobacco products, 
312229,Other Tobacco Product Manufacturing,1200,Manufacture of tobacco products, 
313111,Yarn Spinning Mills,1311,Preparation and spinning of textile fibres, 
313112,"Yarn Texturizing, Throwing, and Twisting Mills",1311,Preparation and spinning of textile fibres, 
313113,Thread Mills,1311,Preparation and spinning of textile fibres, 
313210,Broadwoven Fabric Mills,1312,Weaving of textiles,except artificial fur on woven base
313210,Broadwoven Fabric Mills,1420,Manufacture of articles of fur,artificial fur on woven base
313221,Narrow Fabric Mills,1399,Manufacture of other textiles n.e.c., 
313222,Schiffli Machine Embroideries,1399,Manufacture of other textiles n.e.c.,
313230,Nonwoven Fabric Mills,1399,Manufacture of other textiles n.e.c., 
313241,Weft Knit Fabric Mills,1391,Manufacture of knitted and crocheted fabrics, 
